customer_id,tenure,monthly_charges,total_charges,contract,internet_service,payment_method,senior_citizen,partner,dependents,phone_service,multiple_lines,online_security,online_backup,tech_support,streaming_tv,streaming_movies,paperless_billing,churn
CUST-00922,1,77.01,83.33,Two year,DSL,Bank transfer,0,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,1
CUST-00923,63,26.42,1676.14,Month-to-month,DSL,Bank transfer,0,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,0
CUST-00924,54,33.76,1848.72,Month-to-month,DSL,Bank transfer,0,Yes,No,Yes,No,Yes,No,Yes,No,No,No,0
CUST-00925,55,62.84,3426.06,Month-to-month,DSL,Credit card,0,No,No,No,No phone service,Yes,Yes,Yes,Yes,No,Yes,0
CUST-00926,40,70.07,2791.67,One year,No,Mailed check,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,0
CUST-00927,15,44.4,674.58,Month-to-month,Fiber optic,Mailed check,0,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,1
CUST-00928,21,50.28,1071.29,Month-to-month,DSL,Credit card,1,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,0
CUST-00929,47,26.87,1306.76,One year,No,Bank transfer,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-00930,53,48.93,2612.4,Month-to-month,Fiber optic,Electronic check,0,Yes,Yes,No,No phone service,No,Yes,Yes,No,No,Yes,0
CUST-00931,9,116.59,1048.17,One year,DSL,Credit card,0,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,0
CUST-00932,52,114.36,5928.91,Month-to-month,Fiber optic,Electronic check,0,No,No,Yes,No,No,No,Yes,No,No,Yes,0
CUST-00933,57,52.16,2961.83,One year,DSL,Electronic check,0,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,0
CUST-00934,26,76.23,1970.13,One year,No,Electronic check,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,0
CUST-00935,41,110.78,4555.08,One year,Fiber optic,Electronic check,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0
CUST-00936,35,18.63,657.19,Month-to-month,No,Electronic check,1,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,0
CUST-00937,63,100.69,6317.0,One year,DSL,Electronic check,0,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,0
CUST-00938,25,114.73,2859.53,Month-to-month,No,Mailed check,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-00939,38,27.32,1055.71,Two year,DSL,Electronic check,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,0
CUST-00940,2,34.47,75.97,Month-to-month,No,Electronic check,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1
CUST-00941,7,116.0,823.37,Month-to-month,No,Bank transfer,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1
CUST-00942,34,72.83,2483.88,One year,Fiber optic,Electronic check,0,Yes,Yes,Yes,No,Yes,No,No,No,No,No,0
CUST-00943,17,19.45,363.18,One year,Fiber optic,Electronic check,0,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,0
CUST-00944,43,44.28,1908.76,Month-to-month,Fiber optic,Mailed check,1,Yes,No,Yes,No,Yes,Yes,No,No,No,No,1
CUST-00945,59,63.89,3761.79,Two year,No,Electronic check,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No,0
CUST-00946,51,88.68,4504.36,Two year,DSL,Electronic check,0,Yes,No,Yes,Yes,No,No,No,No,No,Yes,0
CUST-00947,54,92.78,5015.11,One year,Fiber optic,Mailed check,0,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,0
CUST-00948,24,119.53,2819.91,Month-to-month,No,Bank transfer,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1
CUST-00949,25,47.33,1179.56,One year,Fiber optic,Bank transfer,0,No,No,Yes,No,No,Yes,No,No,Yes,Yes,1
CUST-00950,71,72.9,5171.78,Month-to-month,Fiber optic,Credit card,1,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,1
CUST-00951,52,72.4,3737.51,Month-to-month,No,Mailed check,0,Yes,Yes,No,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-00952,70,59.38,4138.03,Two year,DSL,Mailed check,0,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,0
CUST-00953,33,35.25,1179.44,Two year,Fiber optic,Electronic check,0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,0
CUST-00954,49,117.7,5771.91,Two year,DSL,Bank transfer,0,No,No,Yes,Yes,Yes,No,No,Yes,No,No,0
CUST-00955,29,105.04,3048.2,Month-to-month,DSL,Electronic check,0,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,1
CUST-00956,63,68.83,4342.42,Month-to-month,Fiber optic,Mailed check,0,No,No,No,No phone service,Yes,Yes,Yes,Yes,No,Yes,0
CUST-00957,22,79.53,1751.51,Month-to-month,Fiber optic,Mailed check,0,No,Yes,Yes,No,No,No,No,No,No,No,0
CUST-00958,26,41.18,1095.54,Month-to-month,Fiber optic,Bank transfer,0,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,1
CUST-00959,28,73.47,2059.63,Month-to-month,Fiber optic,Credit card,0,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,0
CUST-00960,49,88.89,4326.45,Month-to-month,DSL,Credit card,0,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,0
CUST-00961,71,70.55,5041.65,One year,DSL,Electronic check,0,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,0
CUST-00962,49,119.01,5838.9,One year,Fiber optic,Electronic check,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,0
CUST-00963,20,80.36,1595.41,One year,Fiber optic,Credit card,0,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,1
CUST-00964,63,55.84,3492.85,Two year,Fiber optic,Mailed check,1,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,0
CUST-00965,61,96.76,5910.28,Month-to-month,Fiber optic,Mailed check,0,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,1
CUST-00966,49,35.39,1731.77,Month-to-month,No,Bank transfer,0,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-00967,71,57.22,4094.1,One year,Fiber optic,Bank transfer,1,No,No,No,No phone service,Yes,No,Yes,No,No,No,0
CUST-00968,1,53.39,46.47,Month-to-month,DSL,Credit card,0,No,Yes,No,No phone service,Yes,No,No,Yes,Yes,No,1
CUST-00969,13,62.04,789.77,One year,No,Bank transfer,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No,0
CUST-00970,51,97.74,5002.66,Month-to-month,No,Mailed check,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-00971,56,67.39,3792.35,Month-to-month,Fiber optic,Mailed check,0,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,0
CUST-00972,62,98.99,6140.75,One year,No,Credit card,1,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-00973,32,76.8,2471.13,Two year,Fiber optic,Bank transfer,1,No,No,Yes,Yes,Yes,No,Yes,No,No,No,0
CUST-00974,30,52.89,1585.95,Two year,Fiber optic,Bank transfer,0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,0
CUST-00975,29,100.62,2922.66,Month-to-month,DSL,Credit card,1,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,0
CUST-00976,49,42.31,2096.49,Month-to-month,Fiber optic,Bank transfer,0,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,1
CUST-00977,45,40.89,1852.56,Two year,DSL,Mailed check,0,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,0
CUST-00978,30,69.46,2080.41,Month-to-month,DSL,Bank transfer,0,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,1
CUST-00979,16,44.61,740.81,Month-to-month,DSL,Bank transfer,0,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,1
CUST-00980,40,18.93,709.9,Two year,DSL,Electronic check,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0
CUST-00981,19,84.13,1639.51,One year,Fiber optic,Mailed check,0,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,1
CUST-00982,18,70.13,1228.22,Two year,Fiber optic,Bank transfer,1,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,0
CUST-00983,1,63.44,50.9,Month-to-month,DSL,Mailed check,0,No,Yes,Yes,No,Yes,Yes,No,No,No,No,1
CUST-00984,47,116.63,5480.79,Month-to-month,No,Bank transfer,1,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,1
CUST-00985,66,76.26,5030.23,Two year,DSL,Mailed check,0,Yes,No,No,No phone service,Yes,No,Yes,No,Yes,No,0
CUST-00986,38,106.07,4050.79,Month-to-month,Fiber optic,Credit card,0,No,No,Yes,No,No,Yes,Yes,No,No,Yes,1
CUST-00987,51,32.22,1622.06,One year,DSL,Electronic check,1,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,0
CUST-00988,63,76.06,4797.0,Month-to-month,DSL,Electronic check,1,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,1
CUST-00989,4,106.53,414.56,Two year,DSL,Mailed check,0,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,0
CUST-00990,1,77.48,83.38,One year,Fiber optic,Mailed check,0,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,0
CUST-00991,8,91.24,728.62,Month-to-month,Fiber optic,Mailed check,0,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,1
CUST-00992,29,55.95,1624.41,Month-to-month,DSL,Electronic check,0,No,No,No,No phone service,Yes,No,No,Yes,No,No,1
CUST-00993,55,27.43,1497.65,One year,Fiber optic,Bank transfer,0,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,0
CUST-00994,3,64.71,183.93,One year,DSL,Mailed check,0,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,0
CUST-00995,32,58.24,1869.43,Month-to-month,No,Bank transfer,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No,0
CUST-00996,10,106.44,1083.27,Two year,Fiber optic,Bank transfer,0,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,0
CUST-00997,34,42.89,1446.29,Month-to-month,DSL,Bank transfer,0,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,0
CUST-00998,55,116.61,6396.17,Month-to-month,Fiber optic,Mailed check,1,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,1
CUST-00999,32,115.73,3715.63,Month-to-month,No,Mailed check,1,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,1
CUST-01000,50,43.26,2162.35,Two year,Fiber optic,Mailed check,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0
CUST-01001,7,53.5,391.11,Month-to-month,Fiber optic,Credit card,0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,1
CUST-01002,8,109.35,856.68,Month-to-month,Fiber optic,Credit card,1,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,1
CUST-01003,65,116.6,7543.41,Two year,Fiber optic,Mailed check,0,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,0
CUST-01004,57,63.23,3593.45,Month-to-month,No,Electronic check,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No,1
CUST-01005,67,50.74,3384.25,Month-to-month,No,Electronic check,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-01006,59,71.66,4226.36,Month-to-month,Fiber optic,Mailed check,0,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,0
CUST-01007,72,88.15,6334.06,One year,Fiber optic,Mailed check,0,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,0
CUST-01008,54,45.89,2492.88,One year,Fiber optic,Bank transfer,0,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,0
CUST-01009,67,93.12,6233.28,Two year,Fiber optic,Electronic check,0,No,No,Yes,No,No,Yes,No,No,No,Yes,0
CUST-01010,51,23.27,1189.78,Two year,No,Bank transfer,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-01011,8,23.03,187.39,One year,Fiber optic,Credit card,0,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,0
CUST-01012,34,57.4,1955.5,One year,Fiber optic,Bank transfer,0,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,1
CUST-01013,35,54.05,1891.27,Month-to-month,DSL,Electronic check,1,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,0
CUST-01014,32,50.19,1616.29,Month-to-month,Fiber optic,Bank transfer,0,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,0
CUST-01015,46,68.08,3115.77,One year,No,Mailed check,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No,0
CUST-01016,16,50.71,839.35,Two year,Fiber optic,Credit card,0,No,Yes,Yes,No,Yes,Yes,No,No,No,No,0
CUST-01017,68,37.61,2552.75,Month-to-month,DSL,Mailed check,0,Yes,No,No,No phone service,Yes,No,No,Yes,Yes,No,0
CUST-01018,37,49.57,1807.86,Month-to-month,DSL,Mailed check,0,No,Yes,Yes,No,No,No,No,No,No,Yes,0
CUST-01019,54,117.44,6345.52,Month-to-month,Fiber optic,Bank transfer,0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,1
CUST-01020,14,59.93,822.0,Month-to-month,No,Mailed check,0,No,No,No,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-01021,55,63.36,3498.11,Month-to-month,No,Bank transfer,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1
CUST-01022,48,76.81,3731.07,Month-to-month,No,Electronic check,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-01023,7,118.3,812.37,Month-to-month,Fiber optic,Mailed check,0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0
CUST-01024,7,42.64,305.13,One year,Fiber optic,Electronic check,1,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,1
CUST-01025,33,87.49,2852.06,Month-to-month,Fiber optic,Electronic check,0,Yes,No,Yes,No,No,No,No,No,Yes,Yes,0
CUST-01026,23,91.03,2102.77,One year,Fiber optic,Bank transfer,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,0
CUST-01027,19,79.95,1501.34,Two year,Fiber optic,Electronic check,1,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,0
CUST-01028,19,27.03,501.07,Two year,Fiber optic,Electronic check,0,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,0
CUST-01029,36,87.04,3111.41,One year,Fiber optic,Bank transfer,0,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,0
CUST-01030,29,24.54,726.3,Month-to-month,DSL,Bank transfer,0,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,0
CUST-01031,60,78.81,4748.75,Two year,DSL,Electronic check,0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,0
CUST-01032,2,93.44,187.35,One year,No,Bank transfer,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-01033,1,39.52,22.23,Month-to-month,No,Electronic check,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1
CUST-01034,47,103.85,4912.74,Month-to-month,Fiber optic,Electronic check,1,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,1
CUST-01035,69,21.1,1440.89,Month-to-month,DSL,Mailed check,1,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,1
CUST-01036,20,104.07,2038.16,Month-to-month,No,Electronic check,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No,1
CUST-01037,11,64.95,723.62,Month-to-month,Fiber optic,Credit card,0,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,1
CUST-01038,2,40.19,58.28,Two year,Fiber optic,Electronic check,1,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,0
CUST-01039,67,31.65,2140.32,Month-to-month,Fiber optic,Bank transfer,0,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,0
CUST-01040,12,115.24,1375.26,One year,Fiber optic,Credit card,0,No,No,Yes,No,Yes,No,Yes,No,Yes,No,0
CUST-01041,20,25.41,520.27,Two year,Fiber optic,Credit card,0,No,No,No,No phone service,No,Yes,No,Yes,Yes,No,0
CUST-01042,5,38.31,219.58,One year,No,Mailed check,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No,0
CUST-01043,37,53.48,1954.58,Two year,DSL,Credit card,0,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,0
CUST-01044,38,81.26,3076.56,Two year,DSL,Credit card,0,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,0
CUST-01045,9,73.57,660.62,Month-to-month,DSL,Electronic check,0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,1
CUST-01046,53,30.82,1664.21,Two year,DSL,Mailed check,1,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,0
CUST-01047,44,47.55,2079.03,One year,DSL,Electronic check,0,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,0
CUST-01048,24,42.35,1004.51,Month-to-month,DSL,Bank transfer,0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,1
CUST-01049,30,39.78,1202.96,One year,DSL,Bank transfer,0,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,0
CUST-01050,59,59.94,3524.92,One year,DSL,Electronic check,0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,0
CUST-01051,14,89.81,1260.39,Two year,DSL,Credit card,0,No,No,Yes,No,No,No,Yes,No,No,Yes,0
CUST-01052,9,40.18,330.59,Month-to-month,DSL,Electronic check,0,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,1
CUST-01053,40,55.4,2260.29,One year,Fiber optic,Credit card,0,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,0
CUST-01054,66,57.87,3792.47,Month-to-month,Fiber optic,Electronic check,0,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,0
CUST-01055,25,117.6,2933.56,Month-to-month,DSL,Bank transfer,0,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,1
CUST-01056,22,115.38,2537.71,Month-to-month,Fiber optic,Electronic check,1,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0
CUST-01057,4,99.61,436.69,Month-to-month,No,Electronic check,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No,1
CUST-01058,26,42.65,1082.4,Two year,No,Bank transfer,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-01059,58,24.94,1486.19,Month-to-month,DSL,Electronic check,0,Yes,No,No,No phone service,Yes,Yes,Yes,Yes,No,Yes,1
CUST-01060,29,50.32,1474.42,Month-to-month,No,Mailed check,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1
CUST-01061,37,45.21,1681.11,Month-to-month,Fiber optic,Credit card,0,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,1
CUST-01062,70,69.6,4852.31,Month-to-month,DSL,Electronic check,0,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,0
CUST-01063,18,97.33,1763.36,Month-to-month,DSL,Credit card,0,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,1
CUST-01064,42,105.55,4418.63,Month-to-month,DSL,Electronic check,0,No,No,Yes,Yes,Yes,Yes,No,No,No,No,0
CUST-01065,41,104.18,4296.71,One year,Fiber optic,Electronic check,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1
CUST-01066,38,54.69,2058.8,Month-to-month,Fiber optic,Electronic check,0,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,1
CUST-01067,34,88.1,2993.14,Month-to-month,Fiber optic,Credit card,0,Yes,No,Yes,Yes,Yes,No,No,No,No,No,1
CUST-01068,17,49.91,837.36,Month-to-month,DSL,Electronic check,0,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,0
CUST-01069,37,24.21,876.02,One year,DSL,Credit card,0,No,No,Yes,No,No,No,Yes,No,Yes,No,0
CUST-01070,25,89.56,2253.83,Month-to-month,DSL,Credit card,0,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,0
CUST-01071,27,19.0,523.71,One year,Fiber optic,Mailed check,0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,1
CUST-01072,57,59.74,3429.36,Two year,No,Bank transfer,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-01073,31,51.6,1564.0,One year,Fiber optic,Bank transfer,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0
CUST-01074,6,88.72,553.6,Month-to-month,No,Mailed check,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,1
CUST-01075,40,96.16,3896.51,One year,Fiber optic,Electronic check,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1
CUST-01076,12,49.02,579.21,One year,Fiber optic,Mailed check,1,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,0
CUST-01077,53,100.79,5379.77,Month-to-month,Fiber optic,Bank transfer,0,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,1
CUST-01078,71,47.98,3401.32,Two year,Fiber optic,Bank transfer,0,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,0
CUST-01079,10,63.53,607.85,Two year,Fiber optic,Electronic check,0,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,1
CUST-01080,45,92.16,4141.09,Two year,No,Electronic check,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-01081,17,88.68,1528.52,Two year,Fiber optic,Credit card,1,No,No,Yes,Yes,Yes,No,Yes,No,No,No,0
CUST-01082,26,118.71,3069.7,One year,DSL,Electronic check,0,Yes,Yes,No,No phone service,No,Yes,No,Yes,No,Yes,0
CUST-01083,62,40.97,2528.13,One year,Fiber optic,Bank transfer,0,Yes,No,Yes,No,Yes,No,No,No,No,No,0
CUST-01084,46,85.56,3947.63,One year,No,Electronic check,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No,0
CUST-01085,64,80.19,5132.22,Two year,Fiber optic,Credit card,0,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,0
CUST-01086,2,111.34,234.37,One year,Fiber optic,Credit card,0,Yes,No,No,No phone service,Yes,No,Yes,No,No,No,0
CUST-01087,54,33.95,1838.06,Month-to-month,DSL,Electronic check,0,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,0
CUST-01088,65,94.68,6163.79,Month-to-month,Fiber optic,Electronic check,0,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,0
CUST-01089,51,75.96,3865.31,Two year,DSL,Mailed check,1,No,No,Yes,No,Yes,No,Yes,Yes,No,No,0
CUST-01090,53,46.02,2443.69,Month-to-month,DSL,Electronic check,1,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,0
CUST-01091,36,66.39,2371.49,One year,Fiber optic,Mailed check,0,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,0
CUST-01092,26,52.05,1379.07,Two year,DSL,Bank transfer,0,Yes,No,Yes,No,No,No,Yes,No,No,Yes,0
CUST-01093,29,77.09,2222.92,One year,Fiber optic,Electronic check,1,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,1
CUST-01094,21,108.68,2304.86,Two year,No,Mailed check,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1
CUST-01095,11,76.07,832.1,One year,DSL,Bank transfer,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,0
CUST-01096,40,82.44,3301.64,Month-to-month,Fiber optic,Bank transfer,1,Yes,No,Yes,No,No,No,Yes,No,Yes,No,1
CUST-01097,11,70.91,770.11,Two year,Fiber optic,Electronic check,0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0
CUST-01098,36,23.22,815.6,Month-to-month,DSL,Bank transfer,1,Yes,No,No,No phone service,No,Yes,Yes,No,No,Yes,1
CUST-01099,59,41.75,2428.35,Month-to-month,Fiber optic,Bank transfer,0,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,1
CUST-01100,39,68.18,2637.91,Month-to-month,Fiber optic,Bank transfer,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,0
CUST-01101,54,49.64,2674.08,Month-to-month,Fiber optic,Electronic check,0,No,No,No,No phone service,Yes,Yes,Yes,No,No,No,1
CUST-01102,55,36.54,2013.94,Month-to-month,No,Electronic check,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No,1
CUST-01103,24,69.42,1686.29,Month-to-month,Fiber optic,Credit card,0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,1
CUST-01104,22,50.93,1111.54,One year,No,Credit card,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-01105,69,44.33,3041.13,Two year,Fiber optic,Bank transfer,0,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,0
CUST-01106,56,65.33,3629.63,Month-to-month,DSL,Electronic check,0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,0
CUST-01107,33,31.59,1052.07,Month-to-month,Fiber optic,Bank transfer,0,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,0
CUST-01108,36,112.63,4082.34,One year,DSL,Credit card,0,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,0
CUST-01109,20,106.51,2155.53,One year,Fiber optic,Mailed check,0,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,0
CUST-01110,62,90.18,5605.36,Two year,Fiber optic,Electronic check,0,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,0
CUST-01111,26,28.83,762.35,Month-to-month,Fiber optic,Bank transfer,0,Yes,Yes,No,No phone service,Yes,Yes,Yes,Yes,Yes,Yes,1
CUST-01112,66,97.14,6445.19,Two year,DSL,Credit card,0,No,No,Yes,No,Yes,No,No,No,Yes,Yes,0
CUST-01113,40,100.41,4023.04,Month-to-month,Fiber optic,Electronic check,0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,1
CUST-01114,17,96.31,1650.19,One year,DSL,Bank transfer,1,Yes,No,Yes,No,No,No,No,No,No,No,1
CUST-01115,1,29.62,23.2,Month-to-month,Fiber optic,Bank transfer,0,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,1
